stasiun,pm10,so2,co,o3,no2,critical,categori,year,kmeans_label
4,58.0,22.0,14.0,58.0,10.0,0,1,2019,5
4,58.0,21.0,18.0,50.0,6.0,0,1,2019,5
4,71.0,23.0,21.0,69.0,10.0,0,1,2019,5
4,63.0,25.0,14.0,84.0,11.0,3,1,2019,5
4,55.0,26.0,13.0,79.0,11.0,3,1,2019,5
4,50.0,22.0,11.0,56.0,7.0,3,1,2019,5
4,60.0,28.0,14.0,79.0,8.0,3,1,2019,5
4,64.0,24.0,16.0,50.0,10.0,0,1,2019,5
4,65.0,24.0,17.0,64.0,9.0,0,1,2019,5
4,74.0,22.0,18.0,77.0,11.0,3,1,2019,5
4,62.0,23.0,17.0,58.0,9.0,0,1,2019,5
4,66.0,25.0,19.0,65.0,14.0,0,1,2019,5
4,58.0,24.0,12.0,72.0,9.0,3,1,2019,5
4,60.0,21.0,13.0,51.0,9.0,0,1,2019,5
4,56.0,23.0,11.0,64.0,10.0,3,1,2019,5
4,56.0,23.0,10.0,91.0,3.0,3,1,2019,5
4,57.0,25.0,10.0,77.0,3.0,3,1,2019,5
4,61.0,25.0,12.0,87.0,4.0,3,1,2019,5
4,62.0,25.0,10.0,89.0,8.0,3,1,2019,5
4,65.0,23.0,12.0,87.0,8.0,3,1,2019,5
4,59.0,27.0,7.0,82.0,9.0,3,1,2019,5
4,64.0,33.0,33.0,73.0,9.0,3,1,2019,5
4,53.0,22.0,18.0,68.0,7.0,3,1,2019,5
4,58.0,23.0,19.0,76.0,7.0,3,1,2019,5
4,61.0,22.0,20.0,73.0,9.0,3,1,2019,5
4,51.0,27.0,24.0,80.0,8.0,3,1,2019,5
0,52.0,49.0,19.0,30.0,8.0,1,1,2020,5
0,51.0,34.0,21.0,74.0,20.0,3,1,2020,5
0,47.0,30.0,15.0,33.0,9.0,0,0,2020,5
0,40.0,36.0,18.0,28.0,15.0,0,0,2020,5
0,72.0,21.0,6.0,47.0,11.0,0,1,2020,5
0,58.0,21.0,7.0,39.0,12.0,0,1,2020,5
0,53.0,22.0,6.0,33.0,12.0,0,1,2020,5
0,56.0,24.0,7.0,39.0,10.0,0,1,2020,5
0,70.0,23.0,6.0,55.0,16.0,0,1,2020,5
0,58.0,21.0,5.0,42.0,11.0,0,1,2020,5
0,63.0,22.0,7.0,53.0,13.0,0,1,2020,5
1,58.0,26.0,17.0,51.0,9.0,0,1,2020,5
1,62.0,25.0,12.0,55.0,4.0,0,1,2020,5
1,61.0,25.0,14.0,64.0,8.0,3,1,2020,5
1,55.0,26.0,12.0,53.0,5.0,0,1,2020,5
1,60.0,34.0,17.0,47.0,5.0,0,1,2020,5
1,53.0,21.0,10.0,42.0,8.0,0,1,2020,5
1,50.0,24.0,11.0,62.0,7.0,3,1,2020,5
1,61.0,23.0,8.0,56.0,12.0,0,1,2020,5
1,43.0,42.0,12.0,45.0,8.0,3,0,2020,5
1,56.0,35.0,14.0,113.0,12.0,3,2,2020,5
1,57.0,27.0,11.0,68.0,10.0,3,1,2020,5
1,57.0,38.0,15.0,57.0,11.0,0,1,2020,5
1,45.0,32.0,12.0,56.0,9.0,3,1,2020,5
1,53.0,23.0,17.0,52.0,10.0,0,1,2020,5
1,53.0,31.0,11.0,39.0,11.0,0,1,2020,5
1,68.0,24.0,10.0,80.0,12.0,3,1,2020,5
1,64.0,30.0,11.0,63.0,11.0,0,1,2020,5
1,74.0,23.0,12.0,53.0,12.0,0,1,2020,5
1,68.0,22.0,12.0,69.0,10.0,3,1,2020,5
1,58.0,22.0,10.0,70.0,11.0,3,1,2020,5
1,75.0,22.0,11.0,64.0,11.0,0,1,2020,5
1,75.0,25.0,11.0,64.0,10.0,0,1,2020,5
1,76.0,23.0,11.0,66.0,15.0,0,1,2020,5
1,78.0,24.0,13.0,69.0,12.0,0,1,2020,5
1,74.0,29.0,10.0,69.0,14.0,0,1,2020,5
1,79.0,24.0,14.0,64.0,13.0,0,1,2020,5
1,58.0,27.0,9.0,54.0,10.0,0,1,2020,5
1,65.0,24.0,8.0,57.0,12.0,0,1,2020,5
1,75.0,39.0,12.0,53.0,16.0,0,1,2020,5
1,57.0,30.0,9.0,47.0,16.0,0,1,2020,5
1,69.0,28.0,9.0,84.0,12.0,3,1,2020,5
1,73.0,23.0,13.0,78.0,13.0,3,1,2020,5
1,68.0,21.0,9.0,54.0,12.0,0,1,2020,5
1,69.0,23.0,9.0,71.0,10.0,3,1,2020,5
1,62.0,31.0,10.0,54.0,13.0,0,1,2020,5
1,56.0,25.0,8.0,72.0,11.0,3,1,2020,5
1,71.0,25.0,12.0,81.0,10.0,3,1,2020,5
1,63.0,22.0,10.0,55.0,14.0,0,1,2020,5
1,67.0,31.0,9.0,62.0,12.0,0,1,2020,5
1,52.0,24.0,6.0,57.0,9.0,3,1,2020,5
1,54.0,25.0,15.0,69.0,14.0,3,1,2020,5
1,69.0,33.0,18.0,51.0,17.0,0,1,2020,5
1,53.0,22.0,5.0,54.0,10.0,3,1,2020,5
1,63.0,25.0,11.0,57.0,16.0,0,1,2020,5
1,69.0,33.0,16.0,61.0,14.0,0,1,2020,5
1,66.0,26.0,9.0,59.0,17.0,0,1,2020,5
1,63.0,27.0,7.0,67.0,11.0,3,1,2020,5
1,74.0,23.0,13.0,56.0,15.0,0,1,2020,5
1,62.0,25.0,8.0,59.0,12.0,0,1,2020,5
1,61.0,22.0,7.0,70.0,9.0,3,1,2020,5
1,48.0,23.0,16.0,84.0,10.0,3,1,2020,5
1,55.0,26.0,9.0,79.0,12.0,3,1,2020,5
1,55.0,29.0,15.0,89.0,16.0,3,1,2020,5
1,57.0,30.0,9.0,92.0,12.0,3,1,2020,5
1,44.0,29.0,6.0,67.0,10.0,3,1,2020,5
2,55.0,21.0,19.0,57.0,9.0,3,1,2020,5
2,56.0,22.0,19.0,71.0,9.0,3,1,2020,5
2,57.0,22.0,18.0,64.0,8.0,3,1,2020,5
2,56.0,24.0,20.0,55.0,11.0,0,1,2020,5
2,55.0,27.0,17.0,52.0,8.0,0,1,2020,5
2,54.0,25.0,12.0,58.0,6.0,3,1,2020,5
2,49.0,25.0,9.0,73.0,7.0,3,1,2020,5
2,51.0,24.0,10.0,65.0,5.0,3,1,2020,5
2,58.0,25.0,13.0,58.0,9.0,0,1,2020,5
2,50.0,25.0,11.0,61.0,8.0,3,1,2020,5
2,55.0,26.0,15.0,70.0,10.0,3,1,2020,5
2,56.0,26.0,13.0,86.0,8.0,3,1,2020,5
2,45.0,26.0,17.0,84.0,5.0,3,1,2020,5
2,43.0,25.0,12.0,83.0,9.0,3,1,2020,5
2,36.0,31.0,15.0,68.0,6.0,3,1,2020,5
2,42.0,34.0,13.0,92.0,5.0,3,1,2020,5
2,50.0,34.0,12.0,82.0,5.0,3,1,2020,5
2,40.0,32.0,17.0,73.0,7.0,3,1,2020,5
2,43.0,33.0,19.0,91.0,6.0,3,1,2020,5
2,33.0,34.0,8.0,76.0,4.0,3,1,2020,5
2,36.0,33.0,12.0,89.0,10.0,3,1,2020,5
2,36.0,35.0,11.0,107.0,7.0,3,2,2020,5
2,47.0,32.0,14.0,88.0,9.0,3,1,2020,5
2,38.0,32.0,21.0,72.0,8.0,3,1,2020,5
2,56.0,34.0,25.0,94.0,12.0,3,1,2020,5
2,46.0,34.0,17.0,86.0,9.0,3,1,2020,5
2,44.0,35.0,15.0,99.0,11.0,3,1,2020,5
2,39.0,38.0,10.0,100.0,5.0,3,1,2020,5
2,36.0,39.0,13.0,73.0,11.0,3,1,2020,5
2,36.0,38.0,16.0,54.0,7.0,3,1,2020,5
2,50.0,40.0,21.0,44.0,9.0,0,0,2020,5
2,31.0,46.0,4.0,24.0,2.0,1,0,2020,5
2,33.0,46.0,4.0,14.0,3.0,1,0,2020,5
2,37.0,44.0,7.0,16.0,3.0,1,0,2020,5
2,29.0,46.0,5.0,27.0,4.0,1,0,2020,5
3,45.0,36.0,25.0,46.0,5.0,3,0,2020,5
3,51.0,37.0,15.0,46.0,6.0,0,1,2020,5
3,48.0,38.0,14.0,51.0,5.0,3,1,2020,5
3,40.0,39.0,19.0,50.0,5.0,3,0,2020,5
3,56.0,37.0,33.0,41.0,6.0,0,1,2020,5
3,50.0,38.0,18.0,47.0,6.0,0,0,2020,5
3,52.0,40.0,16.0,47.0,5.0,0,1,2020,5
3,82.0,38.0,31.0,30.0,6.0,0,1,2020,5
3,44.0,37.0,18.0,33.0,6.0,0,0,2020,5
3,36.0,38.0,20.0,30.0,5.0,1,0,2020,5
3,43.0,38.0,9.0,43.0,2.0,0,0,2020,5
3,33.0,38.0,11.0,51.0,3.0,3,1,2020,5
3,59.0,30.0,15.0,75.0,6.0,3,1,2020,5
3,56.0,31.0,13.0,50.0,7.0,0,1,2020,5
3,54.0,30.0,17.0,50.0,4.0,0,1,2020,5
3,82.0,31.0,25.0,53.0,5.0,0,1,2020,5
3,60.0,32.0,20.0,44.0,7.0,0,1,2020,5
3,71.0,30.0,22.0,29.0,5.0,0,1,2020,5
3,63.0,30.0,29.0,71.0,4.0,3,1,2020,5
3,47.0,30.0,13.0,73.0,4.0,3,1,2020,5
3,63.0,30.0,27.0,92.0,5.0,3,1,2020,5
3,56.0,30.0,18.0,37.0,5.0,0,1,2020,5
3,57.0,30.0,14.0,33.0,3.0,0,1,2020,5
3,52.0,30.0,16.0,36.0,3.0,0,1,2020,5
3,43.0,30.0,32.0,32.0,5.0,0,0,2020,5
3,59.0,30.0,16.0,33.0,3.0,0,1,2020,5
3,74.0,30.0,11.0,66.0,3.0,0,1,2020,5
3,47.0,30.0,23.0,38.0,4.0,0,0,2020,5
3,51.0,31.0,22.0,76.0,4.0,3,1,2020,5
3,69.0,32.0,24.0,98.0,7.0,3,1,2020,5
3,54.0,22.0,20.0,51.0,3.0,0,1,2020,5
3,62.0,25.0,12.0,66.0,12.0,3,1,2020,5
3,42.0,25.0,11.0,90.0,8.0,3,1,2020,5
3,51.0,25.0,10.0,36.0,6.0,0,1,2020,5
3,55.0,27.0,14.0,48.0,6.0,0,1,2020,5
3,66.0,28.0,22.0,63.0,7.0,0,1,2020,5
3,66.0,28.0,14.0,83.0,8.0,3,1,2020,5
3,56.0,26.0,18.0,60.0,8.0,3,1,2020,5
3,59.0,28.0,13.0,57.0,8.0,0,1,2020,5
3,99.5,27.0,13.0,87.0,5.0,0,2,2020,5
3,52.0,26.0,13.0,64.0,7.0,3,1,2020,5
3,54.0,28.0,13.0,61.0,9.0,3,1,2020,5
3,57.0,27.0,15.0,72.0,9.0,3,1,2020,5
3,60.0,27.0,16.0,66.0,8.0,3,1,2020,5
3,60.0,27.0,19.0,75.0,8.0,3,1,2020,5
3,52.0,28.0,12.0,82.0,6.0,3,1,2020,5
3,73.0,29.0,17.0,86.0,10.0,3,1,2020,5
3,78.0,28.0,13.0,73.0,6.0,0,1,2020,5
3,69.0,28.0,14.0,57.0,7.0,0,1,2020,5
3,99.5,31.0,25.0,58.0,10.0,0,2,2020,5
3,66.0,27.0,13.0,51.0,7.0,0,1,2020,5
3,64.0,26.0,25.0,53.0,9.0,0,1,2020,5
3,67.0,21.0,18.0,59.0,5.0,0,1,2020,5
3,91.0,22.0,15.0,60.0,5.0,0,1,2020,5
3,77.0,22.0,22.0,36.0,8.0,0,1,2020,5
3,54.0,22.0,14.0,54.0,5.0,0,1,2020,5
3,57.0,23.0,17.0,49.0,5.0,0,1,2020,5
3,52.0,22.0,12.0,52.0,5.0,0,1,2020,5
3,60.0,23.0,11.0,51.0,6.0,0,1,2020,5
3,66.0,23.0,13.0,48.0,7.0,0,1,2020,5
3,65.0,23.0,12.0,57.0,5.0,0,1,2020,5
3,74.0,23.0,15.0,72.0,6.0,0,1,2020,5
3,61.0,23.0,11.0,73.0,3.0,3,1,2020,5
3,70.0,22.0,15.0,59.0,4.0,0,1,2020,5
3,62.0,21.0,25.0,28.0,4.0,0,1,2020,5
3,52.0,22.0,14.0,40.0,4.0,0,1,2020,5
3,64.0,22.0,16.0,78.0,3.0,3,1,2020,5
3,62.0,23.0,12.0,76.0,4.0,3,1,2020,5
3,63.0,22.0,20.0,54.0,5.0,0,1,2020,5
3,61.0,22.0,19.0,58.0,4.0,0,1,2020,5
3,50.0,22.0,14.0,49.0,5.0,0,0,2020,5
3,55.0,22.0,13.0,35.0,3.0,0,1,2020,5
3,56.0,24.0,11.0,79.0,4.0,3,1,2020,5
3,64.0,24.0,13.0,87.0,5.0,3,1,2020,5
3,66.0,26.0,16.0,74.0,5.0,3,1,2020,5
3,72.0,23.0,13.0,45.0,4.0,0,1,2020,5
3,81.0,24.0,19.0,57.0,5.0,0,1,2020,5
3,63.0,24.0,9.0,70.0,4.0,3,1,2020,5
3,54.0,23.0,10.0,75.0,4.0,3,1,2020,5
3,63.0,23.0,12.0,72.0,4.0,3,1,2020,5
3,76.0,23.0,14.0,62.0,3.0,0,1,2020,5
3,74.0,24.0,13.0,43.0,3.0,0,1,2020,5
3,70.0,23.0,14.0,59.0,4.0,0,1,2020,5
3,63.0,24.0,12.0,64.0,4.0,3,1,2020,5
3,54.0,22.0,10.0,53.0,4.0,0,1,2020,5
3,70.0,23.0,16.0,59.0,7.0,0,1,2020,5
3,60.0,22.0,12.0,53.0,4.0,0,1,2020,5
3,63.0,25.0,11.0,44.0,5.0,0,1,2020,5
3,53.0,22.0,14.0,57.0,5.0,3,1,2020,5
3,68.0,25.0,14.0,52.0,5.0,0,1,2020,5
3,80.0,24.0,12.0,69.0,3.0,0,1,2020,5
